,clienteID,Churn,genero,idoso,parceiro,dependentes,meses_contrato,serviço_telefônico,multiplas_linhas,serviço_internet,segurança_online,backup_online,proteção_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,faturamento_sem_papel,metodo_pagamento,custos_mensais,custos_totais
3022,4323-OHFOW,Nao,Mulher,1,Sim,Nao,70,Sim,Sim,Fibra optica,Nao,Sim,Nao,Sim,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),105.55,7195.35
3023,4323-SADQS,Sim,Homem,0,Sim,Sim,7,Nao,Sem servico telefonico,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,34.5,279.25
3024,4324-AHJKS,Nao,Mulher,0,Nao,Nao,5,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),55.8,300.4
3025,4324-BZCKL,Nao,Mulher,0,Sim,Sim,10,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,55.55,551.3
3026,4325-NFSKC,Sim,Homem,1,Nao,Nao,19,Sim,Sim,Fibra optica,Sim,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,90.6,1660.0
3027,4328-VUFWD,Nao,Mulher,0,Nao,Nao,39,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Sim,Um ano,Nao,Cheque eletronico,59.3,2209.15
3028,4329-YPDDQ,Nao,Homem,0,Nao,Nao,20,Sim,Nao,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),108.2,2203.7
3029,4332-MUOEZ,Nao,Homem,1,Sim,Sim,20,Sim,Nao,Fibra optica,Sim,Nao,Sim,Sim,Nao,Sim,Um ano,Nao,Cartao de credito(automatico),94.3,1818.3
3030,4334-HOWRP,Nao,Homem,1,Sim,Nao,72,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),64.95,4546.0
3031,4335-BSMJS,Nao,Mulher,0,Nao,Nao,62,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cartao de credito(automatico),25.8,1563.95
3032,4335-UPJSI,Nao,Mulher,0,Nao,Sim,24,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.75,498.1
3033,4338-EYCER,Nao,Homem,0,Sim,Nao,21,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),54.6,1125.2
3034,4342-HENTK,Sim,Mulher,1,Nao,Nao,2,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.65,142.35
3035,4342-HFXWS,Nao,Mulher,0,Sim,Sim,48,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Um ano,Nao,Tranferencia bancaria(automatico),69.7,3023.65
3036,4343-EJVQB,Nao,Homem,0,Nao,Nao,7,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,74.35,533.6
3037,4349-GFQHK,Sim,Homem,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,54.35,54.35
3038,4350-ZTLPI,Nao,Mulher,0,Sim,Nao,53,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),108.95,5718.2
3039,4351-QLCSU,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),55.0,55.0
3040,4353-HYOJD,Nao,Mulher,0,Sim,Sim,27,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,49.85,1336.15
3041,4355-CVPVS,Nao,Mulher,0,Sim,Sim,56,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Um ano,Nao,Tranferencia bancaria(automatico),88.9,4968.0
3042,4355-HBJHH,Sim,Homem,0,Sim,Sim,67,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Dois anos,Sim,Cheque eletronico,79.7,5293.4
3043,4359-INNWN,Nao,Mulher,0,Nao,Nao,17,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cartao de credito(automatico),20.05,337.9
3044,4360-PNRQB,Nao,Homem,0,Nao,Nao,18,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),75.6,1395.05
3045,4360-QRAVE,Nao,Homem,1,Nao,Nao,37,Nao,Sem servico telefonico,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,36.65,1315.0
3046,4361-BKAXE,Sim,Mulher,0,Nao,Nao,41,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),114.5,4527.45
3047,4361-FEBGN,Nao,Homem,0,Nao,Nao,48,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),20.15,982.95
3048,4361-JEIVL,Sim,Homem,0,Nao,Sim,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,44.4,44.4
3049,4365-MSDYN,Nao,Homem,0,Sim,Nao,8,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Tranferencia bancaria(automatico),19.55,161.15
3050,4366-CTOUZ,Nao,Mulher,0,Nao,Nao,50,Sim,Nao,Fibra optica,Nao,Sim,Nao,Sim,Sim,Sim,Dois anos,Sim,Cheque enviado,100.2,5038.45
3051,4367-NHWMM,Nao,Mulher,0,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,24.9,24.9
3052,4367-NUYAO,Nao,Homem,0,Sim,Sim,0,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,25.75,25.75
3053,4369-HTUIF,Sim,Homem,1,Nao,Nao,6,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),85.15,503.6
3054,4369-NYSCF,Nao,Homem,0,Nao,Nao,56,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),75.75,4284.65
3055,4373-MAVJG,Sim,Mulher,0,Sim,Sim,14,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),90.9,1259.0
3056,4373-VVHQL,Nao,Homem,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,44.75,44.75
3057,4374-YMUSQ,Nao,Homem,0,Nao,Nao,34,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Nao,Cartao de credito(automatico),116.25,3899.05
3058,4376-KFVRS,Nao,Homem,0,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),114.05,8468.2
3059,4377-VDHYI,Nao,Homem,0,Sim,Sim,32,Sim,Nao,Fibra optica,Sim,Sim,Nao,Nao,Nao,Sim,Um ano,Sim,Cheque eletronico,90.8,3023.85
3060,4378-BZYFP,Nao,Homem,0,Nao,Nao,17,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Sim,Cheque enviado,20.5,365.8
3061,4378-MYPGO,Nao,Homem,0,Sim,Sim,68,Sim,Nao,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),105.25,7173.15
3062,4381-MHQDC,Nao,Mulher,0,Nao,Nao,47,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Dois anos,Sim,Cheque enviado,65.0,2879.9
3063,4385-GZQXV,Sim,Mulher,1,Nao,Nao,16,Sim,Nao,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,94.45,1511.2
3064,4385-ZKVNW,Nao,Homem,0,Sim,Sim,44,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),54.9,2549.1
3065,4389-UEFCZ,Nao,Mulher,0,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Nao,Sim,Nao,Sim,Sim,Dois anos,Sim,Cheque eletronico,105.5,7544.0
3066,4390-KYULV,Sim,Homem,0,Sim,Nao,3,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cartao de credito(automatico),20.55,51.15
3067,4391-LNRXK,Nao,Homem,0,Nao,Nao,22,Sim,Nao,Fibra optica,Nao,Sim,Sim,Sim,Nao,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),94.95,2142.8
3068,4391-RESHN,Sim,Homem,0,Nao,Nao,23,Sim,Sim,Fibra optica,Nao,Nao,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque enviado,104.05,2470.1
3069,4393-GEADV,Nao,Homem,0,Sim,Sim,70,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),114.75,7842.3
3070,4393-OBCRR,Nao,Mulher,0,Nao,Nao,3,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,20.25,71.2
3071,4393-RYCRE,Nao,Homem,0,Nao,Nao,44,Sim,Nao,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,106.05,4510.8
3072,4395-PZMSN,Nao,Homem,1,Nao,Nao,5,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,85.55,408.5
3073,4396-KLSEH,Nao,Homem,0,Nao,Nao,4,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque eletronico,19.85,63.0
3074,4397-FRLTA,Nao,Mulher,0,Nao,Nao,4,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.15,84.5
3075,4398-HSCJH,Sim,Mulher,0,Nao,Nao,3,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,63.6,155.65
3076,4402-FTBXC,Nao,Homem,0,Nao,Nao,54,Sim,Nao,Fibra optica,Sim,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Nao,Cheque enviado,89.8,4667.0
3077,4403-BWPAY,Nao,Homem,0,Nao,Nao,14,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Sim,Cartao de credito(automatico),24.8,321.7
3078,4404-HIBDJ,Sim,Mulher,0,Nao,Nao,25,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Um ano,Nao,Cheque enviado,74.3,1863.8
3079,4412-YLTKF,Sim,Mulher,1,Nao,Nao,27,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,78.05,2135.5
3080,4415-IJZTP,Sim,Mulher,0,Nao,Nao,1,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,74.5,74.5
3081,4415-WNGVR,Nao,Mulher,1,Sim,Nao,12,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Um ano,Sim,Cheque eletronico,79.2,943.85
3082,4418-LZMSV,Nao,Homem,0,Sim,Sim,13,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),61.8,750.1
3083,4419-UJMUS,Nao,Homem,0,Sim,Sim,69,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Dois anos,Sim,Cheque eletronico,99.35,6856.45
3084,4422-QVIJA,Nao,Mulher,0,Nao,Sim,35,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,50.15,1655.35
3085,4423-JWZJN,Nao,Homem,0,Sim,Sim,64,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Sim,Um ano,Nao,Cartao de credito(automatico),90.25,5629.15
3086,4423-YLHDV,Sim,Mulher,0,Sim,Nao,21,Sim,Sim,Fibra optica,Sim,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),104.4,2200.25
3087,4424-TKOPW,Sim,Homem,1,Nao,Nao,2,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,93.85,196.75
3088,4425-OWHWB,Nao,Mulher,0,Nao,Nao,20,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Sim,Cartao de credito(automatico),19.35,433.75
3089,4429-WYGFR,Nao,Homem,0,Nao,Nao,26,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),49.15,1237.3
3090,4430-UZIPO,Sim,Homem,0,Nao,Nao,3,Nao,Sem servico telefonico,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,36.85,108.7
3091,4430-YHXGG,Nao,Mulher,0,Nao,Sim,4,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,25.45,84.2
3092,4431-EDMIQ,Nao,Mulher,0,Sim,Sim,7,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,75.7,554.05
3093,4432-ADRLB,Sim,Homem,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,44.65,74.9
3094,4433-JCGCG,Sim,Homem,1,Sim,Nao,46,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,101.0,4680.05
3095,4439-JMPMT,Sim,Mulher,0,Sim,Sim,5,Sim,Nao,Fibra optica,Nao,Nao,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,85.75,470.95
3096,4439-YRNVD,Nao,Mulher,0,Nao,Nao,10,Nao,Sem servico telefonico,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,36.25,374.0
3097,4441-NIHPT,Sim,Mulher,1,Nao,Nao,13,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,74.3,940.35
3098,4443-EMBNA,Nao,Mulher,0,Sim,Nao,71,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Tranferencia bancaria(automatico),24.75,1836.9
3099,4445-KWOKW,Nao,Mulher,0,Nao,Nao,42,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),60.15,2421.6
3100,4445-ZJNMU,Nao,Homem,0,Nao,Nao,9,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),99.3,918.75
3101,4446-BZKHU,Sim,Homem,0,Sim,Nao,61,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,105.55,6281.45
3102,4450-DLLMH,Nao,Homem,0,Nao,Nao,2,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),71.3,157.75
3103,4450-MDZFX,Nao,Homem,0,Sim,Sim,60,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),74.35,4453.3
3104,4450-YOOHP,Nao,Mulher,0,Nao,Nao,39,Nao,Sem servico telefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),50.65,1905.4
3105,4451-RWASJ,Nao,Homem,0,Sim,Sim,15,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Sim,Cheque enviado,19.5,239.75
3106,4452-QIIEB,Nao,Homem,0,Nao,Nao,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,43.9,278.4
3107,4452-ROHMO,Nao,Mulher,0,Nao,Nao,15,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.6,331.6
3108,4455-BFSPD,Nao,Mulher,0,Sim,Nao,61,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Um ano,Nao,Tranferencia bancaria(automatico),101.15,6383.9
3109,4456-RHSNB,Nao,Mulher,0,Sim,Sim,19,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),49.6,962.9
3110,4458-KVRBJ,Nao,Homem,0,Nao,Nao,59,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,25.0,1510.5
3111,4459-BBGHE,Nao,Homem,0,Nao,Sim,30,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,44.5,1307.8
3112,4462-CYWMH,Nao,Homem,1,Sim,Nao,62,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),89.8,5629.55
3113,4464-JCOLN,Sim,Homem,0,Sim,Sim,2,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,19.85,35.9
3114,4465-VDKIQ,Nao,Mulher,0,Nao,Nao,18,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,77.8,1358.6
3115,4468-KAZHE,Nao,Mulher,1,Sim,Nao,20,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,60.0,1259.35
3116,4468-YDOVK,Nao,Homem,0,Nao,Sim,5,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),48.65,235.2
3117,4471-KXAUH,Sim,Mulher,0,Sim,Nao,42,Sim,Sim,Fibra optica,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,84.3,3588.4
3118,4472-LVYGI,Nao,Mulher,0,Sim,Sim,0,Nao,Sem servico telefonico,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Dois anos,Sim,Tranferencia bancaria(automatico),52.55,52.55
3119,4472-VESGY,Nao,Mulher,0,Sim,Sim,52,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Nao,Sim,Mes-a-mes,Nao,Tranferencia bancaria(automatico),98.15,4993.4
3120,4475-NVTLU,Nao,Homem,0,Sim,Sim,45,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque eletronico,19.2,903.7
3121,4476-OSWTN,Nao,Homem,1,Sim,Nao,69,Sim,Sim,Fibra optica,Sim,Nao,Sim,Sim,Sim,Sim,Um ano,Sim,Cheque enviado,110.55,7610.1
3122,4480-MBMLB,Nao,Mulher,0,Nao,Nao,36,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),104.8,3886.45
3123,4480-QQRHC,Nao,Mulher,1,Nao,Nao,8,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),74.05,600.15
3124,4482-EWFMI,Nao,Mulher,0,Nao,Nao,2,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,69.7,135.2
3125,4482-FTFFX,Nao,Homem,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,56.15,291.45
3126,4484-CGXFK,Sim,Mulher,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,55.3,196.15
3127,4484-GLZOU,Sim,Mulher,0,Sim,Nao,52,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,105.05,5624.85
3128,4486-EFAEB,Nao,Homem,0,Nao,Nao,13,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque eletronico,20.4,251.65
3129,4487-ZYJZK,Nao,Mulher,0,Sim,Sim,38,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cartao de credito(automatico),19.6,763.1
3130,4488-KQFDT,Nao,Mulher,0,Nao,Nao,61,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,103.95,6423.0
3131,4488-PSYCG,Sim,Homem,0,Nao,Nao,16,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Tranferencia bancaria(automatico),20.25,327.45
3132,4489-SNOJF,Sim,Mulher,0,Sim,Sim,35,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Mes-a-mes,Nao,Cheque eletronico,72.25,2568.55
3133,4495-LHSSK,Nao,Mulher,0,Nao,Sim,18,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,57.65,992.7
3134,4500-HKANN,Nao,Homem,0,Sim,Sim,23,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Dois anos,Nao,Cheque enviado,59.7,1414.2
3135,4501-EQDRN,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),69.7,69.7
3136,4501-UYKBC,Nao,Mulher,1,Nao,Nao,46,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Um ano,Sim,Cartao de credito(automatico),69.1,3255.35
3137,4501-VCPFK,Nao,Homem,0,Nao,Nao,26,Nao,Sem servico telefonico,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,35.75,1022.5
3138,4503-BDXBD,Sim,Homem,0,Nao,Nao,11,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,74.95,815.5
3139,4504-YOULA,Nao,Mulher,0,Sim,Sim,35,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),59.45,2136.9
3140,4505-EXZHB,Sim,Mulher,1,Nao,Nao,6,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,74.4,434.1
3141,4508-OEBEY,Nao,Homem,0,Sim,Nao,31,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Um ano,Sim,Cartao de credito(automatico),75.5,2424.45
3142,4510-HIMLV,Sim,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,69.8,69.8
3143,4510-PYUSH,Sim,Mulher,1,Nao,Nao,38,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),57.15,2250.65
3144,4512-ZUIYL,Sim,Mulher,0,Nao,Nao,2,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),70.0,153.05
3145,4513-CXYIX,Nao,Mulher,1,Sim,Nao,71,Sim,Sim,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Dois anos,Sim,Cartao de credito(automatico),80.7,5676.0
3146,4514-GFCFI,Sim,Mulher,1,Nao,Nao,16,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,84.75,1350.15
3147,4518-FZBSX,Nao,Homem,0,Sim,Sim,42,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,20.25,854.9
3148,4521-WFJAI,Nao,Homem,0,Nao,Nao,56,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),25.95,1444.05
3149,4521-YEEHE,Nao,Mulher,0,Sim,Nao,18,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,88.85,1594.75
3150,4522-AKYLR,Nao,Mulher,1,Nao,Nao,13,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,54.8,731.3
3151,4522-XRWWI,Nao,Homem,0,Sim,Nao,42,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Um ano,Nao,Cartao de credito(automatico),80.45,3375.9
